0.64157,-0.15,-0.15
0.64164,-0.14967,-0.15034
0.6417,-0.14952,-0.15044
0.64178,-0.14937,-0.15053
0.64188,-0.14921,-0.15062
0.64198,-0.14908,-0.15069
0.64206,-0.149,-0.15074
0.64212,-0.14895,-0.15076
0.64217,-0.14895,-0.15076
0.64219,-0.14897,-0.15074
0.64219,-0.14902,-0.1507
0.64219,-0.14909,-0.15064
0.64219,-0.14917,-0.15057
0.64218,-0.14925,-0.1505
0.64218,-0.14932,-0.15043
0.64216,-0.14936,-0.15039
0.6421,-0.14938,-0.15037
0.642,-0.14939,-0.15037
0.64186,-0.14938,-0.15039
0.64169,-0.14938,-0.15043
0.6415,-0.14936,-0.15048
0.6413,-0.14934,-0.15052
0.64108,-0.14929,-0.15057
0.64087,-0.14923,-0.15062
0.64066,-0.14915,-0.15066
0.64047,-0.14905,-0.15069
0.64033,-0.14897,-0.1507
0.64024,-0.14889,-0.1507
0.64021,-0.14884,-0.1507
0.64023,-0.14881,-0.15068
0.64031,-0.14881,-0.15067
0.64045,-0.14883,-0.15066
0.64065,-0.14887,-0.15065
0.64091,-0.14892,-0.15064
0.64121,-0.14897,-0.15064
0.64155,-0.14902,-0.15065
0.6419,-0.14906,-0.15066
0.64225,-0.14909,-0.15066
0.64258,-0.14911,-0.15067
0.64289,-0.14912,-0.15067
0.64315,-0.14913,-0.15067
0.64338,-0.14913,-0.15067
0.64356,-0.14913,-0.15067
0.64369,-0.14913,-0.15067
0.64379,-0.14913,-0.15067
0.64384,-0.14913,-0.15067
0.64386,-0.14913,-0.15067
0.64384,-0.14913,-0.15068
0.64377,-0.14914,-0.15018
0.64366,-0.14913,-0.14968
0.64354,-0.14911,-0.14917
0.64339,-0.14908,-0.14868
0.64323,-0.14905,-0.14818
0.64306,-0.14903,-0.14769
0.64289,-0.14902,-0.1472
0.64272,-0.14902,-0.1467
0.64256,-0.14904,-0.14619
0.6424,-0.14908,-0.14567
0.64226,-0.14912,-0.14515
0.64212,-0.14916,-0.14462
0.64198,-0.1492,-0.1441
0.64184,-0.14922,-0.14357
0.64168,-0.14922,-0.14305
0.64151,-0.14922,-0.14253
0.64132,-0.14921,-0.14202
0.64113,-0.1492,-0.1415
0.64094,-0.14919,-0.14099
0.64075,-0.14918,-0.14047
0.64056,-0.14917,-0.13996
0.64038,-0.14916,-0.13946
0.6402,-0.14915,-0.13896
0.64004,-0.14914,-0.13846
0.63989,-0.14914,-0.13797
0.63974,-0.14913,-0.13746
0.63957,-0.14912,-0.13696
0.63939,-0.14911,-0.13646
0.63919,-0.14909,-0.13596
0.63897,-0.14908,-0.13546
0.63874,-0.14907,-0.13496
0.63848,-0.14907,-0.13445
0.63821,-0.14908,-0.13394
0.6379,-0.1491,-0.13343
0.63757,-0.14912,-0.13291
0.63719,-0.14915,-0.1324
0.63678,-0.14918,-0.13188
0.63634,-0.1492,-0.13137
0.63585,-0.14921,-0.13086
0.63534,-0.14922,-0.13036
0.63479,-0.14923,-0.12986
0.63422,-0.14922,-0.12937
0.63363,-0.14922,-0.12887
0.63302,-0.14921,-0.12838
0.6324,-0.14921,-0.12789
0.63177,-0.1492,-0.1274
0.63114,-0.14919,-0.1269
0.63051,-0.14919,-0.12641
0.62988,-0.14917,-0.12592
0.62926,-0.14916,-0.12543
0.62865,-0.14915,-0.12493
0.62805,-0.14914,-0.12444
0.62746,-0.14913,-0.12395
0.62689,-0.14913,-0.12345
0.62633,-0.14913,-0.12296
0.62578,-0.14913,-0.12246
0.62524,-0.14914,-0.12196
0.62471,-0.14915,-0.12146
0.62418,-0.14916,-0.12096
0.62365,-0.14917,-0.12046
0.62312,-0.14917,-0.11996
0.62258,-0.14918,-0.11946
0.62204,-0.14918,-0.11897
0.6215,-0.14918,-0.11847
0.62094,-0.14917,-0.11797
0.62038,-0.14917,-0.11747
0.61982,-0.14917,-0.11698
0.61925,-0.14916,-0.11648
0.61867,-0.14916,-0.11598
0.61809,-0.14916,-0.11549
0.61751,-0.14916,-0.11499
0.61693,-0.14916,-0.11449
0.61635,-0.14916,-0.114
0.61577,-0.14916,-0.1135
0.61519,-0.14916,-0.113
0.61461,-0.14916,-0.11251
0.61404,-0.14916,-0.11201
0.61346,-0.14916,-0.11151
0.61289,-0.14916,-0.11101
0.61232,-0.14916,-0.11052
0.61176,-0.14916,-0.11002
0.61119,-0.14917,-0.10952
0.61063,-0.14917,-0.10902
0.61007,-0.14917,-0.10852
0.60952,-0.14916,-0.10803
0.60897,-0.14916,-0.10753
0.60843,-0.14916,-0.10703
0.60789,-0.14916,-0.10653
0.60736,-0.14915,-0.10603
0.60683,-0.14915,-0.10553
0.6063,-0.14915,-0.10503
0.60579,-0.14915,-0.10453
0.60528,-0.14915,-0.10403
0.60477,-0.14915,-0.10353
0.60427,-0.14915,-0.10303
0.60378,-0.14915,-0.10253
0.60329,-0.14915,-0.10203
0.6028,-0.14915,-0.10153
0.60232,-0.14915,-0.10103
0.60184,-0.14915,-0.10053
0.60139,-0.1487,-0.1005
0.60093,-0.14823,-0.1005
0.60048,-0.14774,-0.1005
0.60002,-0.14723,-0.10051
0.59955,-0.14673,-0.10052
0.59909,-0.14623,-0.10052
0.59862,-0.14574,-0.10051
0.59815,-0.14525,-0.10051
0.59768,-0.14475,-0.1005
0.5972,-0.14424,-0.1005
0.59672,-0.14373,-0.1005
0.59623,-0.1432,-0.10051
0.59575,-0.14268,-0.10052
0.59526,-0.14216,-0.10052
0.59477,-0.14165,-0.10052
0.59428,-0.14114,-0.10052
0.59379,-0.14064,-0.10052
0.5933,-0.14014,-0.10051
0.59282,-0.13964,-0.10051
0.59234,-0.13915,-0.10051
0.59186,-0.13866,-0.1005
0.59138,-0.13816,-0.1005
0.59091,-0.13767,-0.1005
0.59044,-0.13717,-0.1005
0.58997,-0.13668,-0.1005
0.5895,-0.13619,-0.1005
0.58902,-0.1357,-0.1005
0.58854,-0.1352,-0.1005
0.58806,-0.1347,-0.1005
0.58758,-0.1342,-0.1005
0.58709,-0.1337,-0.1005
0.5866,-0.1332,-0.1005
0.58611,-0.13269,-0.1005
0.58562,-0.13219,-0.1005
0.58513,-0.13169,-0.1005
0.58464,-0.13119,-0.10049
0.58415,-0.13068,-0.10049
0.58366,-0.13018,-0.10049
0.58317,-0.12968,-0.10049
0.58268,-0.12918,-0.10049
0.58219,-0.12867,-0.10049
0.5817,-0.12817,-0.10049
0.58122,-0.12767,-0.10049
0.58073,-0.12717,-0.10049
0.58025,-0.12667,-0.10049
0.57976,-0.12618,-0.10049
0.57927,-0.12568,-0.10049
0.57878,-0.12518,-0.10049
0.57829,-0.12469,-0.10049
0.5778,-0.12419,-0.10049
0.5773,-0.12369,-0.10049
0.5768,-0.12319,-0.10049
0.57629,-0.12269,-0.10049
0.57579,-0.12219,-0.10049
0.57528,-0.12169,-0.10049
0.57477,-0.12119,-0.10049
0.57425,-0.12069,-0.10049
0.57374,-0.12019,-0.10049
0.57323,-0.11969,-0.10049
0.57272,-0.11918,-0.10049
0.57221,-0.11868,-0.10049
0.5717,-0.11818,-0.10049
0.5712,-0.11768,-0.10049
0.57069,-0.11718,-0.1005
0.57018,-0.11668,-0.1005
0.56967,-0.11618,-0.1005
0.56917,-0.11568,-0.1005
0.56866,-0.11518,-0.1005
0.56815,-0.11468,-0.1005
0.56765,-0.11418,-0.1005
0.56714,-0.11368,-0.1005
0.56663,-0.11318,-0.1005
0.56612,-0.11268,-0.1005
0.56561,-0.11218,-0.1005
0.5651,-0.11168,-0.1005
0.56458,-0.11118,-0.1005
0.56407,-0.11068,-0.1005
0.56356,-0.11018,-0.1005
0.56305,-0.10968,-0.1005
0.56254,-0.10918,-0.1005
0.56203,-0.10868,-0.1005
0.56152,-0.10818,-0.1005
0.56101,-0.10768,-0.1005
0.5605,-0.10718,-0.1005
0.56,-0.10668,-0.1005
0.55949,-0.10618,-0.1005
0.55899,-0.10568,-0.1005
0.55849,-0.10518,-0.1005
0.55799,-0.10468,-0.1005
0.55749,-0.10418,-0.1005
0.557,-0.10368,-0.1005
0.5565,-0.10318,-0.1005
0.55601,-0.10268,-0.1005
0.55551,-0.10218,-0.1005
0.55502,-0.10168,-0.1005
0.55452,-0.10118,-0.1005
0.55403,-0.10068,-0.1005
0.55353,-0.10018,-0.1005
0.55304,-0.099683,-0.1005
0.55254,-0.099184,-0.1005
0.55205,-0.098684,-0.1005
0.55155,-0.098184,-0.1005
0.55105,-0.097684,-0.1005
0.55055,-0.097183,-0.1005
0.55005,-0.096683,-0.1005
0.54955,-0.096183,-0.1005
0.54905,-0.095682,-0.1005
0.54855,-0.095182,-0.1005
0.54805,-0.094682,-0.1005
0.54755,-0.094181,-0.1005
0.54705,-0.093681,-0.1005
0.54655,-0.093181,-0.1005
0.54605,-0.092681,-0.1005
0.54555,-0.092181,-0.1005
0.54505,-0.091681,-0.1005
0.54455,-0.091181,-0.1005
0.54405,-0.090681,-0.1005
0.54355,-0.090182,-0.1005
0.54305,-0.089682,-0.1005
0.54255,-0.089182,-0.1005
0.54206,-0.088682,-0.1005
