0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.05
0.15,-0.4,-0.0494949494949495
0.15,-0.4,-0.048989898989899
0.15,-0.4,-0.0484848484848485
0.15,-0.4,-0.047979797979798
0.15,-0.4,-0.0474747474747475
0.15,-0.4,-0.046969696969697
0.15,-0.4,-0.0464646464646465
0.15,-0.4,-0.045959595959596
0.15,-0.4,-0.0454545454545455
0.15,-0.4,-0.0449494949494949
0.15,-0.4,-0.0444444444444444
0.15,-0.4,-0.0439393939393939
0.15,-0.4,-0.0434343434343434
0.15,-0.4,-0.0429292929292929
0.15,-0.4,-0.0424242424242424
0.15,-0.4,-0.0419191919191919
0.15,-0.4,-0.0414141414141414
0.15,-0.4,-0.0409090909090909
0.15,-0.4,-0.0404040404040404
0.15,-0.4,-0.0398989898989899
0.15,-0.4,-0.0393939393939394
0.15,-0.4,-0.0388888888888889
0.15,-0.4,-0.0383838383838384
0.15,-0.4,-0.0378787878787879
0.15,-0.4,-0.0373737373737374
0.15,-0.4,-0.0368686868686869
0.15,-0.4,-0.0363636363636364
0.15,-0.4,-0.0358585858585859
0.15,-0.4,-0.0353535353535354
0.15,-0.4,-0.0348484848484848
0.15,-0.4,-0.0343434343434343
0.15,-0.4,-0.0338383838383838
0.15,-0.4,-0.0333333333333333
0.15,-0.4,-0.0328282828282828
0.15,-0.4,-0.0323232323232323
0.15,-0.4,-0.0318181818181818
0.15,-0.4,-0.0313131313131313
0.15,-0.4,-0.0308080808080808
0.15,-0.4,-0.0303030303030303
0.15,-0.4,-0.0297979797979798
0.15,-0.4,-0.0292929292929293
0.15,-0.4,-0.0287878787878788
0.15,-0.4,-0.0282828282828283
0.15,-0.4,-0.0277777777777778
0.15,-0.4,-0.0272727272727273
0.15,-0.4,-0.0267676767676768
0.15,-0.4,-0.0262626262626263
0.15,-0.4,-0.0257575757575758
0.15,-0.4,-0.0252525252525252
0.15,-0.4,-0.0247474747474747
0.15,-0.400501253132832,-0.0242424242424242
0.15,-0.401002506265664,-0.0237373737373737
0.15,-0.401503759398496,-0.0232323232323232
0.15,-0.402005012531328,-0.0227272727272727
0.15,-0.40250626566416,-0.0222222222222222
0.15,-0.403007518796992,-0.0217171717171717
0.15,-0.403508771929825,-0.0212121212121212
0.15,-0.404010025062657,-0.0207070707070707
0.15,-0.404511278195489,-0.0202020202020202
0.15,-0.405012531328321,-0.0196969696969697
0.15,-0.405513784461153,-0.0191919191919192
0.15,-0.406015037593985,-0.0186868686868687
0.15,-0.406516290726817,-0.0181818181818182
0.15,-0.407017543859649,-0.0176767676767677
0.15,-0.407518796992481,-0.0171717171717172
0.15,-0.408020050125313,-0.0166666666666667
0.15,-0.408521303258145,-0.0161616161616161
0.15,-0.409022556390977,-0.0156565656565656
0.15,-0.40952380952381,-0.0151515151515151
0.15,-0.410025062656642,-0.0146464646464647
0.15,-0.410526315789474,-0.0141414141414141
0.15,-0.411027568922306,-0.0136363636363636
0.15,-0.411528822055138,-0.0131313131313131
0.15,-0.41203007518797,-0.0126262626262626
0.15,-0.412531328320802,-0.0121212121212121
0.15,-0.413032581453634,-0.0116161616161616
0.15,-0.413533834586466,-0.0111111111111111
0.15,-0.414035087719298,-0.0106060606060606
0.15,-0.41453634085213,-0.0101010101010101
0.15,-0.415037593984962,-0.0095959595959596
